Precinct_Lon,Precinct_Lat,US_CONG,CO_SEN,CO_HSE,ARAP,COMM,Precinct,PRECINCT,HYPERLINK,created_us,created_da,last_edite,last_edi_1,Voter_Coun,Voter_Co_1,Shape_Leng,Shape_Area,VSPC_Name,Address,City,State,ZIP,VSPC_Lat,VSPC_Lon,Area_Lead,Precinct_Lead,Hand_Counter_1,Hand_Counter_2,Hand_Counter_3,Hand_Counter_4,Hand_Counter_5,Hand_Counter_6,Hand_Counter_7,Hand_Counter_8,Hand_Counter_9,Hand_Counter_10,PRECINCT_STR,Voter_Count,Secondary,VSPC_Rebalanced,Distance_Miles
-105.0150241,39.57744795,6,16,38,3,0,6163803171,171,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_171.pdf,AC,2022/02/02,AC,2025/10/20,1534,2025/10/20,0.05808773966,0.00011509218,Arapahoe Community College,5900 S Santa Fe Dr,Littleton,CO,80120,39.608258355759894,-105.01886665111016,,,,,,,,,,,,,171,1494,Bemis Public Library,Arapahoe Community College,2.1386010962474606
-104.9955003,39.57876674,6,16,38,3,0,6163803172,172,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_172.pdf,AC,2022/02/02,AC,2025/10/20,850,2025/10/20,0.04687834328,5.807119e-05,Arapahoe Community College,5900 S Santa Fe Dr,Littleton,CO,80120,39.608258355759894,-105.01886665111016,,,,,,,,,,,,,172,837,Southglenn Library,Arapahoe Community College,2.387434175203509
-104.9834234,39.57857732,6,16,38,3,0,6163803173,173,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_173.pdf,AC,2022/02/02,AC,2025/10/20,1497,2025/10/20,0.04800573054,0.0001055259,Arapahoe Community College,5900 S Santa Fe Dr,Littleton,CO,80120,39.608258355759894,-105.01886665111016,,,,,,,,,,,,,173,1378,Southglenn Library,Arapahoe Community College,2.786879939425903
-104.9992274,39.57563645,6,16,38,3,0,6163803174,174,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_174.pdf,AC,2022/02/02,AC,2025/10/20,724,2025/10/20,0.04564013655,7.255068e-05,Arapahoe Community College,5900 S Santa Fe Dr,Littleton,CO,80120,39.608258355759894,-105.01886665111016,,,,,,,,,,,,,174,723,Bemis Public Library,Arapahoe Community College,2.4846979193132808
-104.9912364,39.56980643,6,16,38,3,0,6163803175,175,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_175.pdf,AC,2022/02/02,AC,2025/10/20,994,2025/10/20,0.07943015034,0.00020829957,Arapahoe Community College,5900 S Santa Fe Dr,Littleton,CO,80120,39.608258355759894,-105.01886665111016,,,,,,,,,,,,,175,1001,Southglenn Library,Arapahoe Community College,3.0369126349102094
-105.018617,39.57039006,6,16,38,3,0,6163803176,176,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_176.pdf,AC,2022/02/02,AC,2025/10/20,1391,2025/10/20,0.08624885219,0.00021503597,Arapahoe Community College,5900 S Santa Fe Dr,Littleton,CO,80120,39.608258355759894,-105.01886665111016,,,,,,,,,,,,,176,1377,Bemis Public Library,Arapahoe Community College,2.6164793907819273
-104.9806092,39.58535625,6,16,38,3,0,6163803177,177,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_177.pdf,AC,2022/02/02,AC,2025/10/20,997,2025/10/20,0.04682279848,7.806217e-05,Arapahoe Community College,5900 S Santa Fe Dr,Littleton,CO,80120,39.608258355759894,-105.01886665111016,,,,,,,,,,,,,177,994,Southglenn Library,Arapahoe Community College,2.5792553911548204
-104.9832133,39.59208834,6,16,38,3,0,6163803178,178,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_178.pdf,AC,2022/02/02,AC,2025/10/20,926,2025/10/20,0.03692485685,5.756394e-05,Arapahoe Community College,5900 S Santa Fe Dr,Littleton,CO,80120,39.608258355759894,-105.01886665111016,,,,,,,,,,,,,178,884,Southglenn Library,Arapahoe Community College,2.2024862929244096
-104.9828987,39.59847542,6,16,38,3,0,6163803179,179,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_179.pdf,AC,2022/02/02,AC,2025/10/20,707,2025/10/20,0.0426346866,6.535458e-05,Arapahoe Community College,5900 S Santa Fe Dr,Littleton,CO,80120,39.608258355759894,-105.01886665111016,,,,,,,,,,,,,179,718,Southglenn Library,Arapahoe Community College,2.0305496526306426
-104.8007686,39.71856727,6,28,42,3,0,6284203545,545,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_545.pdf,AC,2022/02/02,AC,2025/10/20,366,2025/10/20,0.07417543904,0.00026177259,Arapahoe County CentrePoint Plaza,14980 E Alameda Dr,Aurora,CO,80012,39.708608,-104.8146166,,,,,,,,,,,,,545,404,Beck Recreation Center,Arapahoe County CentrePoint Plaza,1.0075874599102195
-104.4430257,39.73067687,4,21,56,3,1,4215603348,348,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_348.pdf,AC,2022/02/02,AC,2025/10/20,0,2025/10/20,0.0671178021,0.00027779264,Arapahoe County Fairgrounds,25690 E Quincy Ave,Aurora,CO,80016,39.6382603,-104.7142991,,,,,,,,,,,,,348,0,Kelver Library,Arapahoe County Fairgrounds,15.774383470951282
-104.5503903,39.64301651,4,27,56,3,1,4275603357,357,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_357.pdf,AC,2022/02/02,AC,2025/10/20,731,2025/10/20,0.7934572008,0.0171783997,Arapahoe County Fairgrounds,25690 E Quincy Ave,Aurora,CO,80016,39.6382603,-104.7142991,,,,,,,,,,,,,357,733,Tallyns Reach Library,Arapahoe County Fairgrounds,8.72712857339957
-104.4622551,39.62769787,4,27,56,3,1,4275603366,366,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_366.pdf,AC,2022/02/02,AC,2025/10/20,502,2025/10/20,0.5746091866,0.01277202071,Arapahoe County Fairgrounds,25690 E Quincy Ave,Aurora,CO,80016,39.6382603,-104.7142991,,,,,,,,,,,,,366,475,Tallyns Reach Library,Arapahoe County Fairgrounds,13.43158819193048
-104.6473954,39.72456829,4,28,36,3,1,4283603361,361,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_361.pdf,AC,2022/02/02,AC,2025/10/20,1713,2025/10/20,0.1953088564,0.00077914389,Arapahoe County Fairgrounds,25690 E Quincy Ave,Aurora,CO,80016,39.6382603,-104.7142991,,,,,,,,,,,,,361,976,Tallyns Reach Library,Arapahoe County Fairgrounds,6.9438734576299765
-104.5761736,39.69648346,4,28,56,3,1,4285603362,362,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_362.pdf,AC,2022/02/02,AC,2025/10/20,516,2025/10/20,0.4755726912,0.00647372922,Arapahoe County Fairgrounds,25690 E Quincy Ave,Aurora,CO,80016,39.6382603,-104.7142991,,,,,,,,,,,,,362,477,Tallyns Reach Library,Arapahoe County Fairgrounds,8.375609808181768
-104.6360976,39.73270566,6,28,36,3,1,6283603359,359,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_359.pdf,AC,2022/02/02,AC,2025/10/20,2,2025/10/20,0.1213390897,0.00039907094,Arapahoe County Fairgrounds,25690 E Quincy Ave,Aurora,CO,80016,39.6382603,-104.7142991,,,,,,,,,,,,,359,0,Tallyns Reach Library,Arapahoe County Fairgrounds,7.737727620345479
-104.6477137,39.69045623,6,28,36,3,1,6283603360,360,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_360.pdf,AC,2022/02/02,AC,2025/10/20,1503,2025/10/20,0.4019494532,0.00477731587,Arapahoe County Fairgrounds,25690 E Quincy Ave,Aurora,CO,80016,39.6382603,-104.7142991,,,,,,,,,,,,,360,508,Tallyns Reach Library,Arapahoe County Fairgrounds,5.054550575091111
-104.9089864,39.57008276,6,16,37,3,0,6163703218,218,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_218.pdf,AC,2022/02/02,AC,2025/10/20,954,2025/10/20,0.03616040627,7.443761e-05,Arapahoe County Lima Plaza,6954 S Lima St,Centennial,CO,80112,39.5900791,-104.8562932,,,,,,,,,,,,,218,964,Cherry Creek School District Instructional Support Facility,Arapahoe County Lima Plaza,3.1277426898071883
-104.9089562,39.57726231,6,16,37,3,0,6163703220,220,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_220.pdf,AC,2022/02/02,AC,2025/10/20,903,2025/10/20,0.03391063481,6.162837e-05,Arapahoe County Lima Plaza,6954 S Lima St,Centennial,CO,80112,39.5900791,-104.8562932,,,,,,,,,,,,,220,910,Cherry Creek School District Instructional Support Facility,Arapahoe County Lima Plaza,2.940797228513203
-104.908013,39.58556841,6,16,37,3,0,6163703222,222,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_222.pdf,AC,2022/02/02,AC,2025/10/20,959,2025/10/20,0.03366258568,5.6508e-05,Arapahoe County Lima Plaza,6954 S Lima St,Centennial,CO,80112,39.5900791,-104.8562932,,,,,,,,,,,,,222,909,Cherry Creek School District Instructional Support Facility,Arapahoe County Lima Plaza,2.7714857500331793
-104.8991965,39.59164561,6,27,37,3,0,6273703235,235,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_235.pdf,AC,2022/02/02,AC,2025/10/20,728,2025/10/20,0.03426247332,7.131844e-05,Arapahoe County Lima Plaza,6954 S Lima St,Centennial,CO,80112,39.5900791,-104.8562932,,,,,,,,,,,,,235,733,Greenwood Village City Hall,Arapahoe County Lima Plaza,2.2869200706679282
-104.8888993,39.59092482,6,27,37,3,0,6273703236,236,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_236.pdf,AC,2022/02/02,AC,2025/10/20,675,2025/10/20,0.03934110499,7.838998e-05,Arapahoe County Lima Plaza,6954 S Lima St,Centennial,CO,80112,39.5900791,-104.8562932,,,,,,,,,,,,,236,689,Smoky Hill Library,Arapahoe County Lima Plaza,1.737082003062337
-104.8972767,39.58474981,6,27,37,3,0,6273703237,237,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_237.pdf,AC,2022/02/02,AC,2025/10/20,1221,2025/10/20,0.04921048207,9.058503e-05,Arapahoe County Lima Plaza,6954 S Lima St,Centennial,CO,80112,39.5900791,-104.8562932,,,,,,,,,,,,,237,1208,Smoky Hill Library,Arapahoe County Lima Plaza,2.2130948406841777
-104.8857763,39.58345502,6,27,37,3,0,6273703238,238,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_238.pdf,AC,2022/02/02,AC,2025/10/20,911,2025/10/20,0.06012179305,9.603768e-05,Arapahoe County Lima Plaza,6954 S Lima St,Centennial,CO,80112,39.5900791,-104.8562932,,,,,,,,,,,,,238,885,Smoky Hill Library,Arapahoe County Lima Plaza,1.6352548903765338
-104.8988111,39.57634564,6,27,37,3,0,6273703239,239,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_239.pdf,AC,2022/02/02,AC,2025/10/20,890,2025/10/20,0.04022323182,6.074594e-05,Arapahoe County Lima Plaza,6954 S Lima St,Centennial,CO,80112,39.5900791,-104.8562932,,,,,,,,,,,,,239,863,Smoky Hill Library,Arapahoe County Lima Plaza,2.4548894159840726
-104.8830128,39.57416117,6,27,37,3,0,6273703240,240,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_240.pdf,AC,2022/02/02,AC,2025/10/20,1822,2025/10/20,0.07483673916,0.00023740405,Arapahoe County Lima Plaza,6954 S Lima St,Centennial,CO,80112,39.5900791,-104.8562932,,,,,,,,,,,,,240,1681,Smoky Hill Library,Arapahoe County Lima Plaza,1.7983608491443561
-104.8990499,39.56968671,6,27,37,3,0,6273703241,241,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_241.pdf,AC,2022/02/02,AC,2025/10/20,1056,2025/10/20,0.04789482282,8.589649e-05,Arapahoe County Lima Plaza,6954 S Lima St,Centennial,CO,80112,39.5900791,-104.8562932,,,,,,,,,,,,,241,1055,Smoky Hill Library,Arapahoe County Lima Plaza,2.677601176016279
-104.8891874,39.57036788,6,27,37,3,0,6273703242,242,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_242.pdf,AC,2022/02/02,AC,2025/10/20,747,2025/10/20,0.03074283685,5.437614e-05,Arapahoe County Lima Plaza,6954 S Lima St,Centennial,CO,80112,39.5900791,-104.8562932,,,,,,,,,,,,,242,759,Smoky Hill Library,Arapahoe County Lima Plaza,2.218840980530039
-104.8752443,39.7364978,6,28,42,3,0,6284203503,503,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_503.pdf,AC,2022/02/02,AC,2025/10/20,2073,2025/10/20,0.0523056869,0.00013768244,Aurora Center for Active Adults,30 Del Mar Cir,Aurora,CO,80011,39.728836,-104.8468404,,,,,,,,,,,,,503,1827,Pickens Technical College,Aurora Center for Active Adults,1.5993958480907349
-104.8752962,39.72925115,6,28,42,3,0,6284203504,504,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_504.pdf,AC,2022/02/02,AC,2025/10/20,1049,2025/10/20,0.05307482853,0.00013699472,Aurora Center for Active Adults,30 Del Mar Cir,Aurora,CO,80011,39.728836,-104.8468404,,,,,,,,,,,,,504,1029,Pickens Technical College,Aurora Center for Active Adults,1.5123556962652438
-104.8705905,39.7219384,6,28,42,3,0,6284203505,505,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_505.pdf,AC,2022/02/02,AC,2025/10/20,1094,2025/10/20,0.03299381146,6.828234e-05,Aurora Center for Active Adults,30 Del Mar Cir,Aurora,CO,80011,39.728836,-104.8468404,,,,,,,,,,,,,505,1053,Pickens Technical College,Aurora Center for Active Adults,1.3490815229534616
-104.8564765,39.73655409,6,28,42,3,0,6284203506,506,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_506.pdf,AC,2022/02/02,AC,2025/10/20,1828,2025/10/20,0.05198562842,0.0001369948,Aurora Center for Active Adults,30 Del Mar Cir,Aurora,CO,80011,39.728836,-104.8468404,,,,,,,,,,,,,506,1731,Pickens Technical College,Aurora Center for Active Adults,0.7392802116266292
-104.8614732,39.72942141,6,28,42,3,0,6284203507,507,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_507.pdf,AC,2022/02/02,AC,2025/10/20,1035,2025/10/20,0.03615422681,6.309789e-05,Aurora Center for Active Adults,30 Del Mar Cir,Aurora,CO,80011,39.728836,-104.8468404,,,,,,,,,,,,,507,937,Pickens Technical College,Aurora Center for Active Adults,0.7786077604709014
-104.852267,39.7290894,6,28,42,3,0,6284203508,508,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_508.pdf,AC,2022/02/02,AC,2025/10/20,794,2025/10/20,0.03601763753,7.321055e-05,Aurora Center for Active Adults,30 Del Mar Cir,Aurora,CO,80011,39.728836,-104.8468404,,,,,,,,,,,,,508,720,Pickens Technical College,Aurora Center for Active Adults,0.28888992058015583
-104.8612949,39.72283153,6,28,42,3,0,6284203509,509,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_509.pdf,AC,2022/02/02,AC,2025/10/20,669,2025/10/20,0.02816524285,4.697696e-05,Aurora Center for Active Adults,30 Del Mar Cir,Aurora,CO,80011,39.728836,-104.8468404,,,,,,,,,,,,,509,658,Pickens Technical College,Aurora Center for Active Adults,0.8729961473229992
-104.8528163,39.72248238,6,28,42,3,0,6284203510,510,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_510.pdf,AC,2022/02/02,AC,2025/10/20,704,2025/10/20,0.03277139258,6.041364e-05,Aurora Center for Active Adults,30 Del Mar Cir,Aurora,CO,80011,39.728836,-104.8468404,,,,,,,,,,,,,510,694,Pickens Technical College,Aurora Center for Active Adults,0.5418123692663993
-104.8635582,39.71564632,6,28,42,3,0,6284203511,511,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_511.pdf,AC,2022/02/02,AC,2025/10/20,1076,2025/10/20,0.05536816388,0.00011320521,Aurora Center for Active Adults,30 Del Mar Cir,Aurora,CO,80011,39.728836,-104.8468404,,,,,,,,,,,,,511,1045,Pickens Technical College,Aurora Center for Active Adults,1.2727227060507067
-104.854672,39.71275346,6,28,42,3,0,6284203513,513,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_513.pdf,AC,2022/02/02,AC,2025/10/20,1016,2025/10/20,0.03345952949,4.226774e-05,Aurora Center for Active Adults,30 Del Mar Cir,Aurora,CO,80011,39.728836,-104.8468404,,,,,,,,,,,,,513,1045,Pickens Technical College,Aurora Center for Active Adults,1.1865845356763804
-104.8604118,39.70749514,6,29,42,3,0,6294203514,514,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_514.pdf,AC,2022/02/02,AC,2025/10/20,733,2025/10/20,0.03674448198,8.048955e-05,Aurora Center for Active Adults,30 Del Mar Cir,Aurora,CO,80011,39.728836,-104.8468404,,,,,,,,,,,,,514,896,Pickens Technical College,Aurora Center for Active Adults,1.6414665288322248
-104.8509918,39.70722029,6,29,42,3,0,6294203515,515,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_515.pdf,AC,2022/02/02,AC,2025/10/20,1108,2025/10/20,0.0306470864,5.931125e-05,Aurora Center for Active Adults,30 Del Mar Cir,Aurora,CO,80011,39.728836,-104.8468404,,,,,,,,,,,,,515,1026,Pickens Technical College,Aurora Center for Active Adults,1.5097096444971472
-104.8612592,39.70171413,6,29,42,3,0,6294203516,516,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_516.pdf,AC,2022/02/02,AC,2025/10/20,837,2025/10/20,0.04813889163,6.705565e-05,Aurora Center for Active Adults,30 Del Mar Cir,Aurora,CO,80011,39.728836,-104.8468404,,,,,,,,,,,,,516,832,Pickens Technical College,Aurora Center for Active Adults,2.024580142114359
-104.8589005,39.69838301,6,29,42,3,0,6294203517,517,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_517.pdf,AC,2022/02/02,AC,2025/10/20,866,2025/10/20,0.03546722917,5.111756e-05,Aurora Center for Active Adults,30 Del Mar Cir,Aurora,CO,80011,39.728836,-104.8468404,,,,,,,,,,,,,517,792,Pickens Technical College,Aurora Center for Active Adults,2.1995678328201165
-104.8419283,39.73829397,6,28,42,3,0,6284203528,528,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_528.pdf,AC,2022/02/02,AC,2025/10/20,625,2025/10/20,0.03432715051,4.218813e-05,Aurora Public Schools Educational Service Center 4,1085 Peoria St,Aurora,CO,80011,39.7324447,-104.8476916,,,,,,,,,,,,,528,536,Pickens Technical College,Aurora Public Schools Educational Service Center 4,0.5070556241896941
-104.8326381,39.73808631,6,28,42,3,0,6284203529,529,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_529.pdf,AC,2022/02/02,AC,2025/10/20,935,2025/10/20,0.02721266456,3.665111e-05,Aurora Public Schools Educational Service Center 4,1085 Peoria St,Aurora,CO,80011,39.7324447,-104.8476916,,,,,,,,,,,,,529,714,Community College of Aurora CentreTech Campus,Aurora Public Schools Educational Service Center 4,0.8897677481128707
-104.7957761,39.73685181,6,28,36,3,0,6283603549,549,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_549.pdf,AC,2022/02/02,AC,2025/10/20,576,2025/10/20,0.03303429663,6.41672e-05,Aurora Public Schools Professional Learning & Conference Center,15771 E 1st Ave,Aurora,CO,80011,39.7196746,-104.8043852,,,,,,,,,,,,,549,558,Beck Recreation Center,Aurora Public Schools Professional Learning & Conference Center,1.2719471439919903
-104.8049285,39.73852608,6,28,42,3,0,6284203548,548,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_548.pdf,AC,2022/02/02,AC,2025/10/20,486,2025/10/20,0.02633674977,3.092376e-05,Aurora Public Schools Professional Learning & Conference Center,15771 E 1st Ave,Aurora,CO,80011,39.7196746,-104.8043852,,,,,,,,,,,,,548,509,Beck Recreation Center,Aurora Public Schools Professional Learning & Conference Center,1.302830922375305
-104.7959967,39.72954021,6,28,36,3,0,6283603547,547,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_547.pdf,AC,2022/02/02,AC,2025/10/20,1173,2025/10/20,0.03457017819,7.381675e-05,Beck Recreation Center,800 Telluride St,Aurora,CO,80011,39.7335469,-104.7726835,,,,,,,,,,,,,547,1087,Arapahoe County CentrePoint Plaza,Beck Recreation Center,1.2693275263819692
-104.8136765,39.73385496,6,28,42,3,0,6284203531,531,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_531.pdf,AC,2022/02/02,AC,2025/10/20,991,2025/10/20,0.04773905113,9.935807e-05,Beck Recreation Center,800 Telluride St,Aurora,CO,80011,39.7335469,-104.7726835,,,,,,,,,,,,,531,873,Community College of Aurora CentreTech Campus,Beck Recreation Center,2.1782419277176244
-104.8054244,39.73123795,6,28,42,3,0,6284203546,546,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_546.pdf,AC,2022/02/02,AC,2025/10/20,1102,2025/10/20,0.04287284066,0.0001070083,Beck Recreation Center,800 Telluride St,Aurora,CO,80011,39.7335469,-104.7726835,,,,,,,,,,,,,546,1145,Aurora Public Schools Professional Learning & Conference Center,Beck Recreation Center,1.7470000696087076
-104.9885243,39.61630398,6,16,38,3,0,6163803126,126,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_126.pdf,AC,2022/02/02,AC,2025/10/20,1036,2025/10/20,0.05046196834,8.859446e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,126,879,Englewood Civic Center,Bemis Public Library,1.0014607848681962
-105.048855,39.62353819,6,16,38,3,0,6163803141,141,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_141.pdf,AC,2022/02/02,AC,2025/10/20,477,2025/10/20,0.0529344259,0.00014718219,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,141,489,City of Sheridan Municipal Building,Bemis Public Library,2.6287618070312355
-105.0392596,39.62308639,6,16,38,3,0,6163803142,142,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_142.pdf,AC,2022/02/02,AC,2025/10/20,949,2025/10/20,0.04134773316,8.335093e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,142,951,City of Sheridan Municipal Building,Bemis Public Library,2.1580946869112005
